"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-10","11.4","1295","0","0","32","0","0.0","0.81","78","537","3.15","0.0","51.5","60.5","42.4",,"320","360","32.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-11","8.5","1295","0","0","17","0","0.0","0.29","70","1271","0.96","0.0","40.5","49.0","32.0",,"190","180","40.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-12","10.3","1295","0","0","14","0","0.3","1.26","70","2167","2.21","0.9","36.1","42.5","29.7",,"310","320","36.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-01","11.6","0","0","1","-1","0","1.1","1.33","63","3357","3.63","2.6","26.6","35.3","17.9",,"270","280","33.1","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-02","11.2","0","14","6","0","5","4.8","1.07","52","4446","2.96","16.1","26.1","33.2","19.1",,"270","280","33.1","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-03","10.3","0","9","1","14","10","9.2","0.87","59","5450","2.00","10.5","32.6","39.6","25.6",,"280","10","31.1","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-04","11.9","8","0","0","25","0","0.1","3.54","85","6001","8.69","0.1","46.9","56.3","37.5",,"180","250","36.9","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-05","9.2","82","0","0","36","0","0.0","1.35","91","6200","4.96","0.0","61.0","71.2","50.7",,"240","220","31.1","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-06","8.5","233","0","0","43","0","0.0","1.48","90","6245","6.24","0.0","68.5","78.2","58.9",,"240","240","38.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-07","7.6","495","0","0","54","0","0.0","0.58","96","9","2.22","0.0","73.2","81.8","64.5",,"330","310","38.9","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-08","7.4","746","0","0","55","0","0.0","0.63","96","11","1.69","0.0","73.0","82.7","63.3",,"320","320","35.1","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-09","8.3","884","0","0","46","0","0.0","0.84","95","85","2.57","0.0","67.2","77.1","57.3",,"320","240","25.9","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-10","8.5","908","0","0","29","0","0.0","1.04","80","476","3.12","0.0","53.1","62.4","43.9",,"230","220","25.9","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-11","11.4","908","0","0","11","0","0.5","0.60","69","1301","2.09","0.9","37.5","45.3","29.7",,"250","260","42.9","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2013-12","9.8","908","15","4","-6","5","4.0","0.31","56","2588","1.95","14.3","23.5","31.2","15.7",,"270","220","29.1","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-01","13.2","0","26","9","-16","11","8.7","0.80","45","4112","2.83","33.7","15.8","24.8","6.9",,"220","210","38.0","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-02","10.5","0","28","5","-8","14","5.7","1.16","49","5444","2.48","19.6","17.5","25.8","9.1",,"230","270","38.9","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-03","11.0","0","14","4","-2","6","3.7","0.48","68","6475","1.71","12.3","31.7","40.9","22.5",,"290","170","33.1","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-04","11.4","1","1","1","26","1","1.4","0.61","80","6968","2.84","1.4","48.6","59.3","37.9",,"200","190","33.1","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-05","10.1","58","0","0","37","0","0.0","2.09","89","7169","4.98","0.0","60.4","71.0","49.7",,"250","250","49.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-06","9.4","249","0","0","49","0","0.0","2.60","91","7182","7.81","0.0","70.9","81.0","60.9",,"240","250","35.1","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-07","8.7","421","0","0","54","0","0.0","0.63","90","6","2.15","0.0","70.4","79.8","60.9",,"340","320","33.1","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-08","7.6","691","0","0","52","0","0.0","2.76","88","6","7.30","0.0","73.7","82.1","65.3",,"330","330","31.1","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-09","7.6","769","0","0","41","0","0.0","1.31","88","116","2.71","0.0","63.9","73.7","54.2",,"300","300","44.1","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-10","9.8","771","0","0","32","0","0.1","0.68","77","522","2.49","0.1","52.0","60.6","43.4",,"340","350","38.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-11","11.9","771","0","1","7","0","1.4","0.63","62","1461","1.41","2.8","33.7","41.5","25.9",,"250","260","33.1","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2014-12","9.8","771","0","0","4","0","0.0","0.32","50","2482","0.79","0.0","32.1","36.9","27.2",,"270","270","31.1","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-01","10.3","0","18","6","-8","6","3.0","0.57","43","3803","1.41","13.9","22.4","29.0","15.7",,"330","300","30.0","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-02","10.7","0","28","5","-10","18","16.2","0.87","41","5211","1.46","26.9","14.7","23.6","5.9",,"330","340","38.0","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-03","9.8","0","13","1","0","9","5.6","0.61","73","6127","1.10","7.1","35.4","44.5","26.4",,"190","20","30.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-04","10.5","0","0","0","28","0","0.0","1.41","78","6596","2.87","0.0","49.4","60.0","38.8",,"270","280","38.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-05","10.3","49","0","0","38","0","0.0","0.95","83","6789","4.67","0.0","60.3","70.0","50.7",,"200","200","31.1","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-06","8.3","162","0","0","42","0","0.0","2.56","92","6832","7.12","0.0","67.3","76.9","57.8",,"200","200","28.0","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-07","7.8","403","0","0","53","0","0.0","0.97","92","14","2.85","0.0","72.3","81.9","62.7",,"320","320","32.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-08","8.1","618","0","0","51","0","0.0","0.74","92","20","2.16","0.0","71.7","80.9","62.6",,"260","270","36.9","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-09","8.3","776","0","0","48","0","0.0","2.41","92","60","4.64","0.0","69.0","78.1","59.8",,"270","280","36.9","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-10","11.0","777","0","0","33","0","0.0","0.77","79","379","2.24","0.0","54.7","63.2","46.2",,"320","280","33.1","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-11","11.6","777","5","2","7","7","7.0","1.16","72","990","4.49","11.2","44.6","53.7","35.5",,"190","240","38.0","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2015-12","11.4","777","3","3","15","1","1.9","1.47","61","1796","4.87","4.5","39.0","44.5","33.5",,"250","250","38.9","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-01","10.7","0","12","2","-4","3","3.1","0.27","48","3042","0.85","6.3","24.8","31.8","17.8",,"210","220","29.1","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-02","11.6","0","5","2","2","2","2.3","0.79","62","4044","1.23","5.5","30.5","37.3","23.7",,"250","250","45.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-03","10.7","0","3","1","11","1","1.0","1.09","70","4716","3.35","2.6","43.3","51.5","35.1",,"260","250","40.9","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-04","10.7","6","0","0","22","0","0.7","0.61","83","5239","2.80","1.1","47.8","57.4","38.2",,"330","290","42.9","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-05","9.6","72","0","0","35","0","0.0","0.95","87","5467","5.43","0.0","59.7","70.1","49.4",,"220","30","32.0","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-06","8.7","282","0","0","51","0","0.0","1.31","93","5481","2.85","0.0","71.6","81.9","61.2",,"50","50","36.0","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-07","7.8","607","0","0","54","0","0.0","1.11","93","0","6.24","0.0","75.5","84.4","66.5",,"330","330","42.9","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-08","7.2","942","0","0","56","0","0.0","0.96","92","0","4.26","0.0","75.8","84.3","67.3",,"280","300","29.1","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-09","9.2","1103","0","0","50","0","0.0","0.55","91","24","1.77","0.0","69.5","77.7","61.4",,"130","280","30.0","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-10","9.2","1124","0","0","36","0","0.0","1.60","82","298","3.78","0.0","56.9","65.8","47.9",,"190","210","31.1","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-11","9.2","1127","0","0","22","0","0.0","0.99","75","846","1.69","0.0","46.8","55.3","38.4",,"300","260","31.1","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2016-12","11.4","1127","17","5","-13","6","6.4","0.50","54","2083","1.77","17.8","25.1","31.2","19.1",,"250","260","33.1","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-01","10.1","0","0","0","0","0","0.2","0.90","59","3203","2.88","0.6","28.9","34.6","23.1",,"260","260","40.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-02","10.7","0","0","0","10","0","0.0","0.65","70","3956","1.52","0.0","38.1","47.7","28.5",,"300","310","36.0","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-03","12.1","0","4","2","16","6","3.9","1.84","82","4746","4.01","7.8","39.5","47.2","31.9",,"270","270","40.9","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-04","11.4","11","0","0","34","0","0.0","1.95","82","5096","6.43","0.0","53.7","63.8","43.7",,"200","190","36.0","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05","10.7","32","0","0","34","0","0.0","0.87","87","5337","3.28","0.0","57.9","67.7","48.0",,"260","260","38.9","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06","10.1","258","0","0","50","0","0.0","1.30","95","5341","3.44","0.0","72.4","83.3","61.6",,"190","190","31.1","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07","8.1","556","0","0","56","0","0.0","1.77","93","0","7.68","0.0","74.6","83.8","65.4",,"320","320","35.1","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08","7.8","763","0","0","52","0","0.0","0.92","90","5","2.52","0.0","71.5","80.8","62.2",,"260","220","33.1","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09","8.1","936","0","0","49","0","0.0","0.25","95","46","0.32","0.0","69.4","79.7","59.1",,"320","210","25.9","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-10","10.7","962","0","0","33","0","0.0","4.19","83","302","8.70","0.0","57.6","65.5","49.7",,"320","310","38.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-11","10.3","962","0","0","18","0","0.1","0.54","63","1059","1.75","0.1","39.7","46.9","32.5",,"290","300","30.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-12","10.5","962","10","2","-4","2","1.8","0.18","65","2229","0.60","5.3","27.3","34.3","20.3",,"250","280","38.0","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-01","11.9","0","15","1","-9","3","2.3","0.81","59","3476","1.55","4.6","24.8","32.0","17.6",,"200","210","32.0","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-02","10.5","0","13","7","-3","12","6.2","2.10","66","4486","4.64","20.3","28.9","38.1","19.8",,"260","270","32.0","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03","10.5","0","1","1","19","1","2.2","0.81","58","5355","1.74","2.6","37.0","44.7","29.2",,"210","210","30.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04","10.5","0","1","1","20","1","2.0","0.96","80","6066","2.73","3.2","41.3","50.1","32.5",,"40","30","33.1","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05","8.7","145","0","0","44","0","0.0","1.96","97","6176","8.21","0.0","66.1","76.4","55.9",,"300","260","36.0","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06","9.2","353","0","0","48","0","0.0","1.41","96","6188","7.63","0.0","71.5","80.4","62.6",,"30","20","31.1","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-07","8.1","702","0","0","59","0","0.0","0.26","95","0","1.14","0.0","76.2","85.1","67.3",,"260","250","38.0","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-08","7.8","1051","0","0","58","0","0.0","2.36","97","0","6.61","0.0","76.3","84.8","67.7",,"330","320","33.1","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-09","8.5","1228","0","0","42","0","0.0","1.79","93","58","3.65","0.0","69.0","77.5","60.4",,"290","310","31.1","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-10","8.9","1258","0","0","28","0","0.0","1.56","88","469","4.79","0.0","52.7","60.7","44.7",,"320","310","35.1","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-11","9.6","1258","5","5","17","7","5.1","1.20","52","1380","3.24","12.7","34.6","39.8","29.6",,"20","20","38.9","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-12","8.5","1258","1","0","16","3","0.9","1.13","53","2362","3.32","1.4","33.3","39.7","26.9",,"360","230","25.1","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2019-01","10.3","0","17","6","-23","10","5.0","0.53","53","3722","1.97","18.3","21.1","27.6","14.7",,"270","260","32.0","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2019-02","10.7","0","11","3","1","9","3.1","0.75","53","4816","2.81","9.1","25.9","34.0","17.8",,"260","260","38.9","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2019-03","10.7","0","0","0","-3","0","0.2","0.56","65","5768","2.09","0.3","34.3","42.7","25.9",,"240","220","40.9","60"
